SHIP, NATION, SURVEY, FREQUENCY, TR, DATE, TIME, LOGSTART, LOGSTOP, LONGITUDE, LATITUDE, DEPTH, CAP, TOTAL
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:26:13, 4492.90, 4493.00, -27.59318, 68.13634, 0.0, 15.7, 15.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:26:50, 4493.00, 4493.10, -27.59032, 68.13506, 0.0, 27.0, 27.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:27:28, 4493.10, 4493.20, -27.58735, 68.13371, 0.0, 27.1, 27.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:28:03, 4493.20, 4493.30, -27.58473, 68.13244, 0.0, 37.6, 37.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:28:40, 4493.30, 4493.40, -27.58190, 68.13112, 0.0, 35.0, 35.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:29:16, 4493.40, 4493.50, -27.57911, 68.12985, 0.0, 35.6, 35.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:29:53, 4493.50, 4493.60, -27.57626, 68.12858, 0.0, 34.5, 34.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:30:29, 4493.60, 4493.70, -27.57341, 68.12731, 0.0, 38.5, 38.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:31:05, 4493.70, 4493.80, -27.57067, 68.12605, 0.0, 38.8, 38.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:31:42, 4493.80, 4493.90, -27.56787, 68.12475, 0.0, 56.4, 56.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:32:19, 4493.90, 4494.00, -27.56509, 68.12341, 0.0, 57.4, 57.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:32:55, 4494.00, 4494.10, -27.56234, 68.12212, 0.0, 65.2, 65.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:33:32, 4494.10, 4494.20, -27.55950, 68.12082, 0.0, 64.5, 64.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:34:08, 4494.20, 4494.30, -27.55675, 68.11954, 0.0, 72.6, 72.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:34:45, 4494.30, 4494.40, -27.55400, 68.11823, 0.0, 85.7, 85.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:35:23, 4494.40, 4494.50, -27.55112, 68.11687, 0.0, 102.7, 102.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:35:59, 4494.50, 4494.60, -27.54836, 68.11556, 0.0, 104.0, 104.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:36:35, 4494.60, 4494.70, -27.54552, 68.11427, 0.0, 92.6, 92.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:37:11, 4494.70, 4494.80, -27.54264, 68.11298, 0.0, 107.2, 107.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:37:45, 4494.80, 4494.90, -27.53989, 68.11177, 0.0, 98.8, 98.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:38:21, 4494.90, 4495.00, -27.53706, 68.11047, 0.0, 110.9, 110.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:38:57, 4495.00, 4495.10, -27.53424, 68.10913, 0.0, 108.7, 108.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:39:32, 4495.10, 4495.20, -27.53142, 68.10782, 0.0, 118.7, 118.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:40:07, 4495.20, 4495.30, -27.52867, 68.10651, 0.0, 91.6, 91.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:40:42, 4495.30, 4495.40, -27.52601, 68.10517, 0.0, 98.3, 98.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:41:17, 4495.40, 4495.50, -27.52332, 68.10387, 0.0, 96.0, 96.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:41:53, 4495.50, 4495.60, -27.52054, 68.10255, 0.0, 107.8, 107.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:42:28, 4495.60, 4495.70, -27.51796, 68.10125, 0.0, 87.5, 87.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:43:04, 4495.70, 4495.80, -27.51523, 68.09992, 0.0, 82.0, 82.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:43:41, 4495.80, 4495.90, -27.51242, 68.09855, 0.0, 86.6, 86.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:44:15, 4495.90, 4496.00, -27.50993, 68.09731, 0.0, 99.5, 99.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:44:51, 4496.00, 4496.10, -27.50724, 68.09600, 0.0, 105.5, 105.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:45:29, 4496.10, 4496.20, -27.50427, 68.09466, 0.0, 93.2, 93.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:46:05, 4496.20, 4496.30, -27.50162, 68.09334, 0.0, 100.0, 100.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:46:41, 4496.30, 4496.40, -27.49892, 68.09200, 0.0, 89.2, 89.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:47:16, 4496.40, 4496.50, -27.49610, 68.09073, 0.0, 85.4, 85.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:47:51, 4496.50, 4496.60, -27.49318, 68.08952, 0.0, 79.7, 79.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:48:28, 4496.60, 4496.70, -27.49009, 68.08821, 0.0, 74.4, 74.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:49:03, 4496.70, 4496.80, -27.48711, 68.08697, 0.0, 70.4, 70.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:49:38, 4496.80, 4496.90, -27.48418, 68.08572, 0.0, 84.8, 84.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:50:13, 4496.90, 4497.00, -27.48119, 68.08450, 0.0, 81.2, 81.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:50:48, 4497.00, 4497.10, -27.47826, 68.08327, 0.0, 96.0, 96.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:51:25, 4497.10, 4497.20, -27.47511, 68.08197, 0.0, 100.6, 100.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:51:58, 4497.20, 4497.30, -27.47231, 68.08080, 0.0, 92.9, 92.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:52:33, 4497.30, 4497.40, -27.46940, 68.07953, 0.0, 120.4, 120.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:53:08, 4497.40, 4497.50, -27.46650, 68.07829, 0.0, 117.2, 117.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:53:45, 4497.50, 4497.60, -27.46345, 68.07697, 0.0, 139.5, 139.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:54:19, 4497.60, 4497.70, -27.46059, 68.07577, 0.0, 172.4, 172.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:54:56, 4497.70, 4497.80, -27.45751, 68.07443, 0.0, 122.4, 122.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:55:29, 4497.80, 4497.90, -27.45479, 68.07323, 0.0, 95.7, 95.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:56:04, 4497.90, 4498.00, -27.45176, 68.07199, 0.0, 86.5, 86.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:56:40, 4498.00, 4498.10, -27.44878, 68.07070, 0.0, 81.4, 81.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:57:15, 4498.10, 4498.20, -27.44584, 68.06947, 0.0, 86.1, 86.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:57:51, 4498.20, 4498.30, -27.44282, 68.06823, 0.0, 83.3, 83.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:58:26, 4498.30, 4498.40, -27.43978, 68.06702, 0.0, 83.6, 83.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:59:01, 4498.40, 4498.50, -27.43671, 68.06578, 0.0, 73.1, 73.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 04:59:36, 4498.50, 4498.60, -27.43375, 68.06454, 0.0, 83.8, 83.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:00:10, 4498.60, 4498.70, -27.43084, 68.06337, 0.0, 98.5, 98.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:00:47, 4498.70, 4498.80, -27.42767, 68.06208, 0.0, 207.9, 207.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:01:22, 4498.80, 4498.90, -27.42476, 68.06089, 0.0, 262.6, 262.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:01:56, 4498.90, 4499.00, -27.42176, 68.05968, 0.0, 142.4, 142.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:02:31, 4499.00, 4499.10, -27.41869, 68.05848, 0.0, 139.3, 139.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:03:06, 4499.10, 4499.20, -27.41574, 68.05722, 0.0, 96.5, 96.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:03:41, 4499.20, 4499.30, -27.41280, 68.05595, 0.0, 105.2, 105.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:04:16, 4499.30, 4499.40, -27.40981, 68.05470, 0.0, 84.6, 84.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:04:52, 4499.40, 4499.50, -27.40689, 68.05344, 0.0, 61.1, 61.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:05:28, 4499.50, 4499.60, -27.40404, 68.05218, 0.0, 51.7, 51.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:06:04, 4499.60, 4499.70, -27.40125, 68.05090, 0.0, 34.8, 34.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:06:40, 4499.70, 4499.80, -27.39840, 68.04962, 0.0, 33.9, 33.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:07:15, 4499.80, 4499.90, -27.39561, 68.04836, 0.0, 36.8, 36.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:07:51, 4499.90, 4500.00, -27.39286, 68.04707, 0.0, 33.5, 33.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:08:29, 4500.00, 4500.10, -27.38990, 68.04573, 0.0, 35.5, 35.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:09:05, 4500.10, 4500.20, -27.38710, 68.04442, 0.0, 36.8, 36.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:09:41, 4500.20, 4500.30, -27.38438, 68.04312, 0.0, 38.4, 38.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:10:16, 4500.30, 4500.40, -27.38161, 68.04187, 0.0, 38.8, 38.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:10:52, 4500.40, 4500.50, -27.37884, 68.04054, 0.0, 44.4, 44.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:11:30, 4500.50, 4500.60, -27.37593, 68.03922, 0.0, 52.7, 52.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:12:05, 4500.60, 4500.70, -27.37322, 68.03797, 0.0, 42.0, 42.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:12:41, 4500.70, 4500.80, -27.37045, 68.03670, 0.0, 31.6, 31.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:13:19, 4500.80, 4500.90, -27.36746, 68.03537, 0.0, 50.3, 50.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:13:55, 4500.90, 4501.00, -27.36465, 68.03413, 0.0, 64.7, 64.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:14:31, 4501.00, 4501.10, -27.36185, 68.03288, 0.0, 57.3, 57.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:15:08, 4501.10, 4501.20, -27.35902, 68.03156, 0.0, 57.2, 57.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:15:44, 4501.20, 4501.30, -27.35627, 68.03028, 0.0, 60.6, 60.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:16:22, 4501.30, 4501.40, -27.35327, 68.02898, 0.0, 62.9, 62.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:16:57, 4501.40, 4501.50, -27.35046, 68.02775, 0.0, 62.3, 62.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:17:33, 4501.50, 4501.60, -27.34760, 68.02648, 0.0, 56.9, 56.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:18:10, 4501.60, 4501.70, -27.34473, 68.02518, 0.0, 58.7, 58.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:18:46, 4501.70, 4501.80, -27.34190, 68.02389, 0.0, 50.3, 50.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:19:23, 4501.80, 4501.90, -27.33904, 68.02260, 0.0, 56.7, 56.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:20:00, 4501.90, 4502.00, -27.33622, 68.02135, 0.0, 63.5, 63.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:20:38, 4502.00, 4502.10, -27.33333, 68.01997, 0.0, 47.1, 47.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:21:13, 4502.10, 4502.20, -27.33073, 68.01875, 0.0, 42.3, 42.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:21:49, 4502.20, 4502.30, -27.32788, 68.01746, 0.0, 40.3, 40.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:22:27, 4502.30, 4502.40, -27.32491, 68.01611, 0.0, 45.1, 45.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:23:02, 4502.40, 4502.50, -27.32222, 68.01485, 0.0, 61.8, 61.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:23:37, 4502.50, 4502.60, -27.31945, 68.01358, 0.0, 76.7, 76.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:24:13, 4502.60, 4502.70, -27.31657, 68.01226, 0.0, 51.0, 51.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:24:48, 4502.70, 4502.80, -27.31373, 68.01099, 0.0, 41.6, 41.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:25:23, 4502.80, 4502.90, -27.31086, 68.00970, 0.0, 36.1, 36.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:25:58, 4502.90, 4503.00, -27.30801, 68.00843, 0.0, 41.9, 41.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:26:32, 4503.00, 4503.10, -27.30526, 68.00718, 0.0, 52.4, 52.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:27:08, 4503.10, 4503.20, -27.30232, 68.00586, 0.0, 36.3, 36.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:27:43, 4503.20, 4503.30, -27.29952, 68.00459, 0.0, 33.5, 33.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:28:18, 4503.30, 4503.40, -27.29667, 68.00331, 0.0, 29.8, 29.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:28:53, 4503.40, 4503.50, -27.29381, 68.00203, 0.0, 35.8, 35.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:29:28, 4503.50, 4503.60, -27.29101, 68.00076, 0.0, 31.2, 31.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:30:03, 4503.60, 4503.70, -27.28815, 67.99949, 0.0, 27.5, 27.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:30:38, 4503.70, 4503.80, -27.28534, 67.99820, 0.0, 31.6, 31.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:31:13, 4503.80, 4503.90, -27.28251, 67.99694, 0.0, 27.5, 27.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:31:49, 4503.90, 4504.00, -27.27968, 67.99567, 0.0, 23.7, 23.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:32:25, 4504.00, 4504.10, -27.27679, 67.99438, 0.0, 24.8, 24.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:33:00, 4504.10, 4504.20, -27.27395, 67.99316, 0.0, 21.6, 21.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:33:34, 4504.20, 4504.30, -27.27119, 67.99194, 0.0, 24.4, 24.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:34:10, 4504.30, 4504.40, -27.26825, 67.99063, 0.0, 27.7, 27.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:34:45, 4504.40, 4504.50, -27.26546, 67.98937, 0.0, 26.9, 26.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:35:21, 4504.50, 4504.60, -27.26261, 67.98812, 0.0, 28.4, 28.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:35:58, 4504.60, 4504.70, -27.25961, 67.98683, 0.0, 21.4, 21.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:36:33, 4504.70, 4504.80, -27.25675, 67.98561, 0.0, 22.6, 22.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:37:09, 4504.80, 4504.90, -27.25377, 67.98434, 0.0, 29.6, 29.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:37:44, 4504.90, 4505.00, -27.25088, 67.98306, 0.0, 16.6, 16.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:38:19, 4505.00, 4505.10, -27.24799, 67.98180, 0.0, 14.4, 14.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:38:55, 4505.10, 4505.20, -27.24494, 67.98055, 0.0, 23.0, 23.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:39:30, 4505.20, 4505.30, -27.24208, 67.97931, 0.0, 14.8, 14.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:40:03, 4505.30, 4505.40, -27.23929, 67.97814, 0.0, 17.2, 17.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:40:39, 4505.40, 4505.50, -27.23627, 67.97684, 0.0, 20.9, 20.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:41:14, 4505.50, 4505.60, -27.23337, 67.97561, 0.0, 25.2, 25.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:41:50, 4505.60, 4505.70, -27.23051, 67.97431, 0.0, 22.1, 22.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:42:25, 4505.70, 4505.80, -27.22777, 67.97303, 0.0, 12.2, 12.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:43:01, 4505.80, 4505.90, -27.22487, 67.97171, 0.0, 12.4, 12.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:43:36, 4505.90, 4506.00, -27.22204, 67.97047, 0.0, 11.0, 11.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:44:10, 4506.00, 4506.10, -27.21925, 67.96920, 0.0, 14.2, 14.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:44:45, 4506.10, 4506.20, -27.21641, 67.96790, 0.0, 10.5, 10.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:45:20, 4506.20, 4506.30, -27.21362, 67.96659, 0.0, 14.5, 14.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:45:54, 4506.30, 4506.40, -27.21089, 67.96532, 0.0, 11.2, 11.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:46:28, 4506.40, 4506.50, -27.20811, 67.96407, 0.0, 17.4, 17.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:47:04, 4506.50, 4506.60, -27.20520, 67.96277, 0.0, 14.8, 14.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:47:39, 4506.60, 4506.70, -27.20234, 67.96149, 0.0, 24.8, 24.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:48:14, 4506.70, 4506.80, -27.19950, 67.96020, 0.0, 29.2, 29.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:48:49, 4506.80, 4506.90, -27.19664, 67.95894, 0.0, 40.0, 40.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:49:24, 4506.90, 4507.00, -27.19384, 67.95764, 0.0, 31.1, 31.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:50:00, 4507.00, 4507.10, -27.19094, 67.95633, 0.0, 26.6, 26.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:50:34, 4507.10, 4507.20, -27.18825, 67.95509, 0.0, 19.9, 19.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:51:10, 4507.20, 4507.30, -27.18548, 67.95376, 0.0, 34.5, 34.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:51:45, 4507.30, 4507.40, -27.18274, 67.95249, 0.0, 43.1, 43.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:52:20, 4507.40, 4507.50, -27.17998, 67.95123, 0.0, 30.9, 30.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:52:56, 4507.50, 4507.60, -27.17716, 67.94987, 0.0, 38.1, 38.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:53:31, 4507.60, 4507.70, -27.17438, 67.94860, 0.0, 48.2, 48.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:54:06, 4507.70, 4507.80, -27.17159, 67.94730, 0.0, 48.5, 48.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:54:41, 4507.80, 4507.90, -27.16887, 67.94599, 0.0, 57.4, 57.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:55:16, 4507.90, 4508.00, -27.16608, 67.94471, 0.0, 46.2, 46.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:55:52, 4508.00, 4508.10, -27.16324, 67.94341, 0.0, 37.8, 37.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:56:28, 4508.10, 4508.20, -27.16042, 67.94211, 0.0, 51.6, 51.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:57:04, 4508.20, 4508.30, -27.15770, 67.94084, 0.0, 64.4, 64.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:57:39, 4508.30, 4508.40, -27.15489, 67.93956, 0.0, 56.7, 56.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:58:16, 4508.40, 4508.50, -27.15200, 67.93822, 0.0, 50.5, 50.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:58:52, 4508.50, 4508.60, -27.14918, 67.93694, 0.0, 62.5, 62.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 05:59:26, 4508.60, 4508.70, -27.14646, 67.93572, 0.0, 63.1, 63.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:00:03, 4508.70, 4508.80, -27.14364, 67.93438, 0.0, 43.6, 43.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:00:39, 4508.80, 4508.90, -27.14078, 67.93306, 0.0, 46.6, 46.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:01:14, 4508.90, 4509.00, -27.13806, 67.93177, 0.0, 50.9, 50.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:01:50, 4509.00, 4509.10, -27.13520, 67.93047, 0.0, 38.6, 38.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:02:25, 4509.10, 4509.20, -27.13241, 67.92921, 0.0, 49.0, 49.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:03:01, 4509.20, 4509.30, -27.12971, 67.92793, 0.0, 70.6, 70.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:03:36, 4509.30, 4509.40, -27.12681, 67.92665, 0.0, 40.7, 40.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:04:12, 4509.40, 4509.50, -27.12398, 67.92538, 0.0, 26.6, 26.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:04:47, 4509.50, 4509.60, -27.12118, 67.92409, 0.0, 26.2, 26.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:05:22, 4509.60, 4509.70, -27.11833, 67.92279, 0.0, 30.1, 30.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:05:57, 4509.70, 4509.80, -27.11548, 67.92151, 0.0, 40.1, 40.1
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:06:32, 4509.80, 4509.90, -27.11265, 67.92026, 0.0, 17.3, 17.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:07:08, 4509.90, 4510.00, -27.10981, 67.91898, 0.0, 12.2, 12.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:07:44, 4510.00, 4510.10, -27.10689, 67.91770, 0.0, 26.2, 26.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:08:18, 4510.10, 4510.20, -27.10415, 67.91647, 0.0, 20.5, 20.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:08:53, 4510.20, 4510.30, -27.10138, 67.91520, 0.0, 23.0, 23.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:09:29, 4510.30, 4510.40, -27.09853, 67.91389, 0.0, 16.3, 16.3
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:10:04, 4510.40, 4510.50, -27.09570, 67.91262, 0.0, 20.7, 20.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:10:39, 4510.50, 4510.60, -27.09291, 67.91132, 0.0, 21.6, 21.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:11:14, 4510.60, 4510.70, -27.08996, 67.91004, 0.0, 26.8, 26.8
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:11:47, 4510.70, 4510.80, -27.08718, 67.90882, 0.0, 39.9, 39.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:12:22, 4510.80, 4510.90, -27.08431, 67.90752, 0.0, 46.6, 46.6
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:12:57, 4510.90, 4511.00, -27.08143, 67.90623, 0.0, 47.0, 47.0
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:13:31, 4511.00, 4511.10, -27.07859, 67.90500, 0.0, 67.5, 67.5
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:14:06, 4511.10, 4511.20, -27.07561, 67.90372, 0.0, 77.7, 77.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:14:41, 4511.20, 4511.30, -27.07265, 67.90247, 0.0, 65.7, 65.7
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:15:15, 4511.30, 4511.40, -27.06980, 67.90125, 0.0, 36.2, 36.2
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:15:50, 4511.40, 4511.50, -27.06687, 67.89999, 0.0, 51.9, 51.9
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:16:25, 4511.50, 4511.60, -27.06398, 67.89874, 0.0, 77.4, 77.4
Eros, Norway, 2020899, 38000, 2, 2020.09.21, 06:17:00, 4511.60, 4511.70, -27.06105, 67.89750, 0.0, 108.5, 108.5
